Male,People 's Republic of China,26,Employed full-time,,,Yes,,Data Miner,Poorly,Employed by a company that performs advanced analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,India,44,Employed full-time,,,Yes,,Engineer,Fine,Employed by a company that performs advanced analytics,R,Social Network Analysis,Haskell,,"Arxiv,Textbook",Somewhat useful,,,,,,,,,,,,,,Very useful,,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,Mathematics or statistics,3 to 5 years,"Programmer,Software Developer/Software Engineer,Other",Self-taught,100,0,0,0,0,0,Supervised Machine Learning (Tabular Data),,A bachelor's degree,Technology,"1,000 to 4,999 employees",Decreased slightly,6-10 years,Some other way,Very important,Analyze and understand data to influence product or business decisions,Laptop or Workstation and local IT supported servers,"Text data,Relational data",Rarely,100MB,Regression/Logistic Regression,"Perl,Unix shell / awk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Often,,,,,,,,,,,,,,,,,,Often,,,,"A/B Testing,kNN and Other Clustering,Logistic Regression,Text Analytics,Time Series Analysis",Most of the time,,,,,,,,,,,,,Often,,Often,,,,,,,,,,,,,Often,Sometimes,,,,10,30,0,10,50,0,"Enough to code it again from scratch, albeit it may run slowly","Explaining data science to others,Lack of data science talent in the organization,Lack of significant domain expert input,The lack of a clear question to be answering or a clear direction to go in with the available data",,,,,,Often,,,Often,,Sometimes,,,,,,,,,Most of the time,,,51-75% of projects,More external than internal,Standalone Team,,,Other,I don't typically share data,,Other,Never,4800000,INR,Has increased between 6% and 19%,5,,,,,,,,,,,,,,,,,,
Male,India,29,Employed full-time,,,Yes,,Other,Fine,Employed by professional services/consulting firm,Python,Deep learning,SQL,GitHub,Personal Projects,,,,,,,,,,,,Somewhat useful,,,,,,,"Becoming a Data Scientist Podcast,R Bloggers Blog Aggregator,Statistical Modeling, Causal Inference, and Social Science Blog (Andrew Gelman)",,,,,,,,,,,,,,,,,,,Yes,Master's degree,Computer Science,3 to 5 years,"Data Analyst,Data Scientist,Programmer,Software Developer/Software Engineer",Work,20,30,10,0,10,30,"Adversarial Learning,Reinforcement learning","Decision Trees - Random Forests,Logistic Regression",A master's degree,Other,"1,000 to 4,999 employees",Increased slightly,6-10 years,I was contacted directly by someone at the company (e.g. internal recruiter),Important,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Laptop or Workstation and local IT supported servers,Relational data,Sometimes,100MB,Regression/Logistic Regression,"Microsoft Excel Data Mining,R,SQL,Tableau",,,,,,,,,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,Often,,,,,,,,,Most of the time,,,Most of the time,,,,,,,Data Visualization,,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,0,30,40,0,Enough to explain the algorithm to someone non-technical,"Company politics / Lack of management/financial support for a data science team,Data Science results not used by business decision makers,Lack of data science talent in the organization,Limitations in the state of the art in machine learning,Limitations of tools,Privacy issues",Most of the time,Rarely,,,,,,,Often,,,Sometimes,Most of the time,,,,Most of the time,,,,,,10-25% of projects,Entirely internal,Business Department,,,Row-oriented relational (e.g. MySQL/Microsoft SQL Server),"Email,Share Drive/SharePoint",,Generic non-cloud file sharing software (Email/Shared Server/etc.),,,INR,Has stayed about the same (has not increased or decreased more than 5%),5,,,,,,,,,,,,,,,,,,
Male,Australia,59,"Not employed, but looking for work",,,,,,,,R,Deep learning,R,"GitHub,Google Search,Government website,University/Non-profit research group websites","Arxiv,Blogs,College/University,Stack Overflow Q&A,YouTube Videos",Not Useful,Very useful,Very useful,,,,,,,,,,,Very useful,,,,Somewhat useful,R Bloggers Blog Aggregator,5-10 years,Nice to have,Nice to have,Nice to have,Unnecessary,Nice to have,Necessary,Nice to have,Unnecessary,Unnecessary,Nice to have,,,,,"Laptop + Cloud service (AWS, Azure, GCE ...),Laptop or Workstation and local IT supported servers",11 - 39 hours,Github Portfolio,Sort of (Explain more),Doctoral degree,Physics,More than 10 years,Other,Self-taught,10,5,85,0,0,0,"Outlier detection (e.g. Fraud detection),Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Logistic Regression,Neural Networks - RNNs,Support Vector Machines (SVMs)",A doctoral degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,3-5,Not important,Very Important,Somewhat important,Not important,Somewhat important,Not important,Somewhat important,Not important,Not important,Somewhat important,Not important,Not important,Not important,Not important,Not important,Not important
Male,Italy,24,Employed full-time,,,Yes,,Data Scientist,Poorly,Employed by professional services/consulting firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master's degree,Mathematics or statistics,1 to 2 years,,University courses,20,10,10,60,0,0,"Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression,Markov Logic Networks,Support Vector Machines (SVMs)",A master's degree,Technology,100 to 499 employees,Increased slightly,1-2 years,A career fair or on-campus recruiting event,Very important,Build and/or run a machine learning service that operationally improves your product or workflows,Laptop or Workstation and private datacenters,"Text data,Relational data",Most of the time,100MB,"Decision Trees,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression,SVMs","KNIME (free version),Python,R,RapidMiner (free version),SQL,TensorFlow",,,,,,,,,,,,,,,,,,,Rarely,,,,,,,,,,,,Most of the time,,Most of the time,,Rarely,,,,,,,Often,,,,Rarely,,,,,,"Cross-Validation,Data Visualization,Decision Trees,kNN and Other Clustering,Logistic Regression,Naive Bayes,Natural Language Processing,PCA and Dimensionality Reduction,Random Forests,Time Series Analysis",,,,,,Often,Most of the time,Often,,,,,,Sometimes,,Sometimes,,Rarely,Sometimes,,Sometimes,,Often,,,,,,,Often,,,,30,35,5,15,15,0,Enough to explain the algorithm to someone non-technical,"Dirty data,Lack of data science talent in the organization,Maintaining responsible expectations about the potential impact of data science projects,Organization is small and cannot afford a data science team,Unavailability of/difficult access to data",,,,,Often,,,,Most of the time,,,,,Sometimes,,Sometimes,,,,,Sometimes,,76-99% of projects,Entirely internal,Standalone Team,,,Row-oriented relational (e.g. MySQL/Microsoft SQL Server),I don't typically share data,,"Generic cloud file sharing software (Dropbox/Box/etc.),Generic non-cloud file sharing software (Email/Shared Server/etc.),Git",Never,,,,,,,,,,,,,,,,,,,,,,
Male,India,39,"Independent contractor, freelancer, or self-employed",,,Yes,,DBA/Database Engineer,Fine,Self-employed,R,Neural Nets,R,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Other","Kaggle,Online courses,Personal Projects,Tutoring/mentoring,YouTube Videos",,,,,,,Somewhat useful,,,,Very useful,Somewhat useful,,,,,Very useful,Very useful,"R Bloggers Blog Aggregator,Siraj Raval YouTube Channel",,,,,,,,,,,,,,,,,,,Sort of (Explain more),Bachelor's degree,Physics,Less than a year,"Data Analyst,Data Miner,DBA/Database Engineer,Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",20,70,5,0,5,0,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Support Vector Machines (SVMs)",A bachelor's degree,Technology,,,,,Not very important,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Laptop or Workstation and local IT supported servers,"Text data,Relational data",,100MB,"Decision Trees,Random Forests,SVMs","Microsoft SQL Server Data Mining,SQL",,,,,,,,,,,,,,,,,,,,,,,,,Often,,,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,"Decision Trees,Ensemble Methods,Random Forests,SVMs,Time Series Analysis",,,,,,,,Sometimes,Rarely,,,,,,,,,,,,,,Sometimes,,,,,Sometimes,,Sometimes,,,,50,0,25,0,25,0,Enough to code it from scratch and it will run blazingly fast and be super efficient,"Company politics / Lack of management/financial support for a data science team,Lack of data science talent in the organization,Organization is small and cannot afford a data science team",Sometimes,,,,,,,,Most of the time,,,,,,,Most of the time,,,,,,,Less than 10% of projects,Do not know,IT Department,,,Row-oriented relational (e.g. MySQL/Microsoft SQL Server),Share Drive/SharePoint,,Subversion,Sometimes,1200000,,Has increased 20% or more,5,,,,,,,,,,,,,,,,,,
Male,Ukraine,25,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by company that makes advanced analytic software,Jupyter notebooks,"Ensemble Methods (e.g. boosting, bagging)",Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub,I collect my own data (e.g. web-scraping)","Arxiv,Blogs,Company internal community,Conferences,Friends network,Kaggle,Online courses,Personal Projects,Textbook",Very useful,Somewhat useful,,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,,,,Very useful,Very useful,,,Very useful,,,,No Free Hunch Blog,,,,,,,,,,,,,,,,,,,No,Master's degree,"Information technology, networking, or system administration",Less than a year,Software Developer/Software Engineer,"Online courses (coursera, udemy, edx, etc.)",10,40,10,0,0,40,,,A doctoral degree,Technology,Fewer than 10 employees,Increased significantly,1-2 years,"A friend, family member, or former colleague told me",Not very important,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Basic laptop (Macbook),Workstation + Cloud service",Text data,,10GB,"Decision Trees,Ensemble Methods,Neural Networks,Regression/Logistic Regression,RNNs","Amazon Web services,Python,Unix shell / awk,Other",,Most of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,,,,,,,,,,,,,,,,,Often,Most of the time,,,Cross-Validation,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,0,0,1,0,Enough to run the code / standard library,"Lack of significant domain expert input,Limitations in the state of the art in machine learning,The lack of a clear question to be answering or a clear direction to go in with the available data",,,,,,,,,,,Sometimes,Sometimes,,,,,,,,Sometimes,,,Less than 10% of projects,Entirely internal,Standalone Team,,,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",I don't typically share data,,Git,Sometimes,3500,USD,Has increased 20% or more,8,,,,,,,,,,,,,,,,,,
Male,Other,29,Employed full-time,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,Brazil,19,Employed part-time,,,No,Yes,Other,Fine,Employed by a company that performs advanced analytics,Amazon Machine Learning,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"College/University,Stack Overflow Q&A",,,Somewhat useful,,,,,,,,,,,Very useful,,,,,,< 1 year,Nice to have,Necessary,Nice to have,Unnecessary,Necessary,Nice to have,Nice to have,Unnecessary,Unnecessary,Necessary,,,,,Basic laptop (Macbook),0 - 1 hour,Kaggle Competitions,No,Some college/university study without earning a bachelor's degree,Computer Science,Less than a year,I haven't started working yet,"Online courses (coursera, udemy, edx, etc.)",0,80,0,20,0,0,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Logistic Regression,Support Vector Machines (SVMs)",A bachelor's degree,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,0,Very Important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Not important,Not important,Somewhat important
Male,Israel,31,Employed part-time,,,Yes,,Statistician,Fine,Employed by college or university,Hadoop/Hive/Pig,Deep learning,Python,University/Non-profit research group websites,Stack Overflow Q&A,,,,,,,,,,,,,,Somewhat useful,,,,,R Bloggers Blog Aggregator,,,,,,,,,,,,,,,,,,,Sort of (Explain more),Master's degree,Mathematics or statistics,6 to 10 years,Statistician,University courses,20,0,0,80,0,0,,,A bachelor's degree,Academic,,,,,Very important,Other,Basic laptop (Macbook),,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,Simulation,,,,,,,,,,,,,,,,,,,,,,,,,,,Often,,,,,,,0,0,0,0,0,100,"Enough to code it again from scratch, albeit it may run slowly",Dirty data,,,,,Often,,,,,,,,,,,,,,,,,,51-75% of projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,Germany,35,Employed part-time,,,Yes,,Statistician,Fine,Employed by non-profit or NGO,,,,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"College/University,Kaggle,Online courses,Tutoring/mentoring,YouTube Videos",,,Very useful,,,,Very useful,,,,Not Useful,,,,,,Very useful,Somewhat useful,,,,,,,,,,,,,,,,,,,,Yes,Master's degree,Management information systems,Less than a year,Statistician,University courses,10,30,20,40,0,0,Survival Analysis,"Decision Trees - Random Forests,Logistic Regression",A doctoral degree,Hospitality/Entertainment/Sports,20 to 99 employees,Stayed the same,More than 10 years,An external recruiter or headhunter,Important,Analyze and understand data to influence product or business decisions,Traditional Workstation,Relational data,Sometimes,,,IBM SPSS Statistics,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Visualization,,,,,,,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,Enough to run the code / standard library,"Dirty data,Team using multiple ad-hoc development environments such as Python/R/Java/etc.",,,,,Often,,,,,,,,,,,,,,Often,,,,26-50% of projects,Approximately half internal and half external,Standalone Team,,,Row-oriented relational (e.g. MySQL/Microsoft SQL Server),I don't typically share data,,,Never,,,Has increased 20% or more,3,,,,,,,,,,,,,,,,,,
