Male,India,35,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by a company that performs advanced analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelor's degree,,More than 10 years,"Business Analyst,Data Analyst,Data Miner,Data Scientist,Predictive Modeler,Statistician",Self-taught,25,25,25,25,0,0,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs",A bachelor's degree,Financial,"10,000 or more employees",Increased significantly,3-5 years,An external recruiter or headhunter,Not at all important,Build and/or run a machine learning service that operationally improves your product or workflows,Laptop or Workstation and private datacenters,"Text data,Relational data",Most of the time,1GB,"CNNs,Decision Trees,Ensemble Methods,Evolutionary Approaches,GANs,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs","Angoss,Hadoop/Hive/Pig,Java,Jupyter notebooks,KNIME (free version),Microsoft Azure Machine Learning,Microsoft Excel Data Mining,Microsoft R Server (Formerly Revolution Analytics),Microsoft SQL Server Data Mining,Oracle Data Mining/ Oracle R Enterprise,Python,R,RapidMiner (free version),SAS Base,Spark / MLlib,SQL,Tableau,TensorFlow",,,Most of the time,,,,,,Often,,,,,,Rarely,,Most of the time,,Rarely,,,Sometimes,Rarely,Most of the time,Most of the time,,,Rarely,,,Often,,Most of the time,,Most of the time,,,Rarely,,,Often,Most of the time,,,Rarely,Often,,,,,,"Association Rules,Bayesian Techniques,CNNs,Cross-Validation,Data Visualization,Decision Trees,Ensemble Methods,Evolutionary Approaches,Gradient Boosted Machines,kNN and Other Clustering,Lift Analysis,Logistic Regression,Naive Bayes,Natural Language Processing,Neural Networks,PCA and Dimensionality Reduction,Prescriptive Modeling,Random Forests,Recommender Systems,RNNs,Segmentation,Simulation,SVMs,Text Analytics,Time Series Analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United Kingdom,51,"Independent contractor, freelancer, or self-employed",,,Yes,,Business Analyst,Poorly,Employed by a company that doesn't perform advanced analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,Physics,Less than a year,Other,"Online courses (coursera, udemy, edx, etc.)",0,90,10,0,0,0,"Natural Language Processing,Supervised Machine Learning (Tabular Data)",,High school,Manufacturing,,,,,Somewhat important,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Laptop or Workstation and private datacenters,Traditional Workstation",Relational data,Most of the time,10MB,Regression/Logistic Regression,"Python,SQL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,,,,,,,,,,,Sometimes,,,,,,,,,,Logistic Regression,,,,,,,,,,,,,,,,Sometimes,,,,,,,,,,,,,,,,,,0,4,6,0,0,90,Enough to run the code / standard library,Lack of data science talent in the organization,,,,,,,,,Sometimes,,,,,,,,,,,,,,None,Entirely internal,Business Department,,,Row-oriented relational (e.g. MySQL/Microsoft SQL Server),I don't typically share data,,Other,Rarely,,,I do not want to share information about my salary/compensation,5,,,,,,,,,,,,,,,,,,
Male,Mexico,36,Employed full-time,,,Yes,,Engineer,Fine,Employed by a company that performs advanced analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sort of (Explain more),Master's degree,Computer Science,3 to 5 years,Programmer,"Online courses (coursera, udemy, edx, etc.)",NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Other,27,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,Computer Science,3 to 5 years,"Programmer,Software Developer/Software Engineer",Self-taught,80,0,10,10,0,0,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs),Other (please specify; separate by semi-colon)",,Technology,Fewer than 10 employees,Stayed the same,Don't know,A tech-specific job board,Important,Other,Gaming Laptop (Laptop + CUDA capable GPU),"Text data,Relational data",,100MB,"Bayesian Techniques,Decision Trees,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs","Java,Microsoft SQL Server Data Mining,NoSQL,Oracle Data Mining/ Oracle R Enterprise,Orange,Python,R",,,,,,,,,,,,,,,Sometimes,,,,,,,,,,Sometimes,,Sometimes,Sometimes,,,Sometimes,,Sometimes,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,100,Enough to refine and innovate on the algorithm,I prefer not to say,,,,,,,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,India,25,Employed full-time,,,Yes,,Engineer,Fine,Employed by professional services/consulting firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,Computer Science,3 to 5 years,"Engineer,Programmer",Self-taught,100,0,0,0,0,0,Supervised Machine Learning (Tabular Data),"Logistic Regression,Support Vector Machines (SVMs)",A doctoral degree,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Russia,26,Employed full-time,,,Yes,,Programmer,Fine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United States,55,Employed full-time,,,Yes,,Other,Fine,Employed by a company that performs advanced analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,Computer Science,More than 10 years,Other,Self-taught,50,50,0,0,0,0,"Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression",A bachelor's degree,Financial,Fewer than 10 employees,Increased slightly,More than 10 years,I was contacted directly by someone at the company (e.g. internal recruiter),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Russia,25,Employed full-time,,,Yes,,Data Scientist,Poorly,Employed by a company that doesn't perform advanced analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelor's degree,A social science,1 to 2 years,"Data Scientist,Engineer,Machine Learning Engineer,Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",20,40,30,0,10,0,Supervised Machine Learning (Tabular Data),"Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)",A bachelor's degree,Internet-based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Belarus,26,"Independent contractor, freelancer, or self-employed",,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that performs advanced analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,Computer Science,Less than a year,"Computer Scientist,Software Developer/Software Engineer",Self-taught,90,0,10,0,0,0,Survival Analysis,Decision Trees - Random Forests,A master's degree,Retail,,,,,Somewhat important,Build prototypes to explore applying machine learning to new areas,Basic laptop (Macbook),Relational data,Don't know,<1MB,"Decision Trees,Gradient Boosted Machines,Random Forests","Jupyter notebooks,Python",,,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,,,"Decision Trees,Random Forests",,,,,,,,,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,30,30,10,0,30,0,Enough to run the code / standard library,The lack of a clear question to be answering or a clear direction to go in with the available data,,,,,,,,,,,,,,,,,,,,Often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Germany,31,"Independent contractor, freelancer, or self-employed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United Kingdom,30,Employed full-time,,,Yes,,Other,Perfectly,Employed by professional services/consulting firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,Mathematics or statistics,6 to 10 years,"Business Analyst,DBA/Database Engineer,Software Developer/Software Engineer",Self-taught,60,30,10,0,0,0,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs",A bachelor's degree,Financial,100 to 499 employees,,Less than one year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United States,30,Employed full-time,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,India,30,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,India,24,Employed full-time,,,Yes,,Machine Learning Engineer,Perfectly,Employed by company that makes advanced analytic software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Bachelor's degree,Computer Science,1 to 2 years,"Machine Learning Engineer,Software Developer/Software Engineer",Self-taught,0,80,0,0,0,20,"Machine Translation,Natural Language Processing,Speech Recognition","Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs",A master's degree,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,United States,40,Employed full-time,,,Yes,,Scientist/Researcher,Poorly,Employed by college or university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Doctoral degree,Biology,,,University courses,80,15,0,5,0,0,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression",A master's degree,Academic,I don't know,Increased slightly,More than 10 years,I was contacted directly by someone at the company (e.g. internal recruiter),Not at all important,Build prototypes to explore applying machine learning to new areas,"Basic laptop (Macbook),Laptop + Cloud service (AWS, Azure, GCE ...),Laptop or Workstation and local IT supported servers,Laptop or Workstation and private datacenters","Text data,Relational data",Sometimes,10GB,"Decision Trees,HMMs,Neural Networks,Random Forests,Regression/Logistic Regression","NoSQL,Python,R,Tableau,TensorFlow,Unix shell / awk",,,,,,,,,,,,,,,,,,,,,,,,,,,Rarely,,,,Most of the time,,Most of the time,,,,,,,,,,,,Most of the time,Sometimes,,Most of the time,,,,"Association Rules,Bayesian Techniques,Cross-Validation,Data Visualization,Decision Trees,HMMs,kNN and Other Clustering,Logistic Regression,Naive Bayes,Natural Language Processing,Neural Networks,Random Forests,Text Analytics,Time Series Analysis",,Sometimes,Sometimes,,,Often,Often,Sometimes,,,,,Sometimes,Sometimes,,Often,,Rarely,Often,Sometimes,,,Sometimes,,,,,,Often,Sometimes,,,,75,10,0,10,5,0,"Enough to code it again from scratch, albeit it may run slowly","Company politics / Lack of management/financial support for a data science team,Dirty data,Explaining data science to others,Lack of data science talent in the organization,Limitations in the state of the art in machine learning,Limitations of tools,Maintaining responsible expectations about the potential impact of data science projects,Need to coordinate with IT,Scaling data science solution up to full database,The lack of a clear question to be answering or a clear direction to go in with the available data,Unavailability of/difficult access to data",Sometimes,,,,Often,Often,,,Often,,,Often,Often,Often,Sometimes,,,Often,,Sometimes,Often,,Less than 10% of projects,Entirely internal,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,India,32,Employed full-time,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Other,28,"Independent contractor, freelancer, or self-employed",,,Yes,,Data Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Master's degree,Mathematics or statistics,,Data Scientist,University courses,20,20,15,30,15,0,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests",Primary/elementary school,Financial,,,,,Very important,Analyze and understand data to influence product or business decisions,Gaming Laptop (Laptop + CUDA capable GPU),Text data,Sometimes,100MB,Random Forests,"Python,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,,Often,,,,,,,,,,,,,,,,,,,"Cross-Validation,Data Visualization,Decision Trees,Ensemble Methods,Random Forests",,,,,,Often,Sometimes,Often,Sometimes,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,20,20,30,20,10,0,Enough to explain the algorithm to someone non-technical,"Data Science results not used by business decision makers,Lack of data science talent in the organization,Lack of funds to buy useful datasets from external sources,Team using multiple ad-hoc development environments such as Python/R/Java/etc.",,Often,,,,,,,Sometimes,Most of the time,,,,,,,,,Often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
